numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07190;20170301030000;100510;20;3;200;6.800000;277.950000;275.450000;84;60000;0;mq;mq;100;8;800;mq;mq;mq;98670;mq;mq;530;mq;mq;mq;mq;276.150000;mq;mq;10.900000;11.900000;-10;2;0.000000;mq;mq;-0.100000;0.600000;0.600000;1.400000;2.800000;mq;mq;mq;mq;7;mq;960;8;mq;1170;mq;mq;mq;mq;mq;mq;
07207;20170301030000;100820;-70;8;260;9.600000;283.750000;279.650000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100300;mq;mq;1390;mq;mq;mq;mq;mq;mq;mq;13.800000;16.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.600000;2.000000;4.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20170301030000;100910;-20;8;250;4.500000;281.950000;278.850000;81;16940;0;mq;mq;100;1;1250;mq;mq;mq;100590;mq;mq;1240;mq;mq;mq;mq;278.350000;mq;mq;7.800000;8.600000;-10;1;0.000000;mq;mq;0.000000;2.800000;2.800000;3.200000;6.200000;mq;mq;mq;mq;1;mq;1440;8;mq;3360;mq;mq;mq;mq;mq;mq;
07240;20170301030000;100840;70;1;240;5.600000;280.450000;278.050000;85;47120;0;mq;mq;75;6;450;mq;mq;mq;99480;mq;mq;1000;mq;mq;mq;mq;277.450000;mq;mq;10.000000;11.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;6.600000;mq;mq;mq;mq;6;mq;510;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20170301030000;100970;130;1;240;7.400000;280.150000;277.150000;81;20000;0;mq;mq;100;7;800;mq;mq;mq;98960;mq;mq;860;mq;mq;mq;mq;276.750000;mq;mq;13.400000;14.300000;-10;mq;0.000000;mq;mq;-0.100000;0.400000;0.400000;0.400000;6.000000;mq;mq;mq;mq;5;mq;630;5;mq;1230;7;mq;1470;mq;mq;mq;
07280;20170301030000;100930;130;3;190;6.100000;277.950000;275.650000;85;60000;0;mq;mq;100;7;800;mq;mq;mq;98170;mq;mq;750;mq;mq;mq;mq;275.950000;mq;mq;9.600000;9.900000;-10;2;0.000000;mq;mq;0.200000;0.200000;0.200000;0.600000;4.000000;mq;mq;mq;mq;6;mq;600;7;mq;780;8;mq;2160;mq;mq;mq;
07299;20170301030000;100790;-10;5;240;6.500000;277.450000;274.650000;82;31330;60;mq;mq;100;8;800;mq;mq;mq;97480;mq;mq;450;mq;mq;mq;mq;275.950000;mq;mq;12.400000;12.800000;-10;2;0.000000;mq;mq;0.200000;0.400000;0.400000;1.600000;12.100000;mq;mq;mq;mq;2;mq;660;4;mq;1320;7;mq;1500;mq;mq;mq;
07314;20170301030000;101200;-30;8;240;8.700000;283.850000;279.550000;75;12000;2;1;1;40;3;800;31;20;10;100920;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.900000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;3;8;840;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20170301030000;101100;0;0;220;5.700000;280.250000;278.350000;88;14390;0;mq;mq;100;2;1250;mq;mq;mq;99640;mq;mq;1050;mq;mq;mq;mq;276.450000;mq;mq;7.400000;9.100000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;9.300000;mq;mq;mq;mq;2;mq;1020;8;mq;4560;mq;mq;mq;mq;mq;mq;
07434;20170301030000;101390;20;0;220;5.800000;276.750000;276.050000;95;5760;60;mq;mq;100;8;450;mq;mq;mq;96510;mq;mq;940;mq;mq;mq;mq;276.250000;mq;mq;8.500000;8.500000;-10;2;0.000000;mq;mq;0.200000;0.400000;0.400000;0.400000;9.100000;mq;mq;mq;mq;6;mq;330;7;mq;540;8;mq;690;mq;mq;mq;
07460;20170301030000;101290;50;3;210;4.400000;279.350000;273.450000;66;60000;0;mq;mq;100;8;1250;mq;mq;mq;97360;mq;mq;830;mq;mq;mq;mq;275.450000;mq;mq;8.000000;8.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;1.400000;6.600000;mq;mq;mq;mq;8;mq;1020;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20170301030000;mq;-10;8;240;2.600000;274.050000;270.150000;75;20000;0;mq;mq;mq;2;1250;mq;mq;mq;91560;mq;751;690;mq;mq;mq;mq;269.850000;mq;mq;8.300000;9.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;1.800000;5.000000;mq;mq;mq;mq;2;mq;1170;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20170301030000;101290;-10;0;170;4.500000;278.350000;271.250000;60;50000;3;2;2;90;7;1750;35;mq;mq;98370;mq;mq;870;mq;mq;mq;mq;mq;mq;mq;6.800000;7.300000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.000000;7.100000;mq;mq;mq;mq;7;6;1600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20170301030000;101550;-20;7;200;3.800000;279.950000;277.650000;85;19000;0;mq;mq;100;3;1250;mq;mq;mq;100960;mq;mq;1100;mq;mq;mq;mq;275.150000;mq;mq;5.800000;6.200000;-10;2;0.000000;mq;mq;0.000000;0.000000;0.200000;1.200000;13.700000;mq;mq;mq;mq;2;mq;1110;3;mq;1290;7;mq;1680;mq;mq;mq;
07535;20170301030000;101660;-20;8;210;4.500000;277.150000;276.150000;93;14970;0;mq;mq;100;8;1750;mq;mq;mq;98460;mq;mq;920;mq;mq;mq;mq;274.250000;mq;mq;7.500000;7.500000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;1.000000;12.700000;mq;mq;mq;mq;2;mq;1620;8;mq;4380;mq;mq;mq;mq;mq;mq;
07558;20170301030000;101680;-10;8;210;3.200000;274.850000;273.950000;94;19160;0;mq;mq;mq;mq;mq;mq;mq;mq;93150;mq;mq;690;mq;mq;mq;mq;275.150000;mq;mq;5.100000;5.600000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;1.800000;4.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20170301030000;101480;80;1;140;0.700000;272.950000;271.950000;93;19600;0;mq;mq;mq;mq;mq;mq;mq;mq;100550;mq;mq;860;mq;mq;mq;mq;273.550000;mq;mq;1.600000;1.800000;-10;5;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;8.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20170301030000;mq;210;1;270;2.000000;272.950000;268.650000;73;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;91060;mq;1422;410;mq;mq;mq;mq;273.250000;mq;mq;3.700000;3.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;5.700000;19.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20170301030000;101720;-50;8;220;2.000000;279.350000;276.550000;82;59270;0;mq;mq;mq;3;800;mq;mq;mq;100990;mq;mq;970;mq;mq;mq;mq;279.450000;mq;mq;4.100000;5.300000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;2.000000;8.200000;mq;mq;mq;mq;3;mq;750;4;mq;7260;mq;mq;mq;mq;mq;mq;
07621;20170301030000;101900;-20;8;190;4.900000;274.750000;271.850000;81;60000;0;mq;mq;mq;0;mq;mq;mq;mq;97420;mq;mq;880;mq;mq;mq;mq;276.650000;mq;mq;6.100000;6.100000;-10;5;0.000000;mq;mq;0.000000;0.000000;0.000000;1.000000;5.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20170301030000;102030;-20;5;250;0.500000;272.050000;270.950000;92;20000;0;mq;mq;mq;0;mq;mq;mq;mq;96890;mq;mq;880;mq;mq;mq;mq;273.050000;mq;mq;1.200000;1.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20170301030000;101800;-40;6;220;2.400000;276.550000;274.250000;85;38540;0;mq;mq;mq;0;mq;mq;mq;mq;99940;mq;mq;870;mq;mq;mq;mq;276.050000;mq;mq;3.300000;4.500000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;1.200000;3.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07643;20170301030000;101550;110;3;290;6.200000;281.050000;272.350000;54;60000;3;0;0;25;2;1750;35;20;10;101450;mq;mq;790;mq;mq;mq;mq;280.650000;mq;mq;9.200000;10.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;1.200000;mq;mq;mq;mq;2;6;1500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20170301030000;101540;210;3;290;3.700000;278.450000;272.350000;65;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101140;mq;mq;780;mq;mq;mq;mq;274.850000;mq;mq;5.200000;6.800000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;1.400000;1.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20170301030000;101330;180;1;300;13.600000;280.250000;271.350000;53;20000;0;0;mq;0;0;mq;30;20;10;99700;mq;mq;480;mq;mq;mq;mq;mq;mq;mq;19.300000;19.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.400000;1.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20170301030000;100730;120;3;340;2.300000;284.650000;266.250000;27;30000;2;0;0;0;0;mq;30;20;10;100420;mq;mq;-210;mq;mq;mq;mq;279.750000;mq;mq;4.500000;7.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;2.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20170301030000;101730;120;1;330;4.100000;281.950000;273.850000;57;60000;0;mq;mq;mq;0;mq;mq;mq;mq;101190;mq;mq;880;mq;mq;mq;mq;277.350000;mq;mq;7.400000;7.900000;-10;0;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07761;20170301030000;101210;40;3;300;4.900000;284.350000;277.050000;61;19790;0;mq;mq;75;6;800;mq;mq;mq;101100;mq;mq;-150;mq;mq;mq;mq;280.850000;mq;mq;8.000000;12.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;1.000000;1.200000;mq;mq;mq;mq;1;mq;990;4;mq;1200;6;mq;1440;mq;mq;mq;
07790;20170301030000;100790;140;3;300;5.100000;284.450000;270.650000;38;20000;1;0;0;0;0;mq;30;20;10;100650;mq;mq;-410;mq;mq;mq;mq;281.250000;mq;mq;7.200000;11.000000;-10;0;0.000000;0.000000;-30;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20170301030000;101190;0;mq;0;0.000000;297.550000;296.550000;94;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101160;mq;mq;150;mq;297.450000;mq;305.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20170301030000;101280;0;mq;150;1.700000;298.850000;297.050000;90;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101210;mq;mq;160;mq;298.750000;mq;304.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20170301030000;101230;0;mq;130;4.300000;300.250000;297.150000;83;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101150;mq;mq;100;mq;298.150000;mq;303.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;15.500000;21.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20170301030000;101460;70;3;180;0.900000;297.850000;291.050000;66;10000;2;0;0;10;1;800;32;20;10;101310;mq;mq;190;mq;mq;mq;mq;mq;mq;mq;1.700000;2.900000;-10;0;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;1;8;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20170301030000;101040;190;3;250;7.200000;292.150000;287.850000;76;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100700;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;13.900000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20170301030000;100750;80;0;280;9.800000;280.050000;274.150000;66;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;98980;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;18.000000;18.000000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20170301030000;98760;80;2;290;8.700000;279.650000;274.550000;70;20000;3;mq;mq;90;4;800;32;27;60;98400;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;12.900000;-10;mq;mq;mq;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;4;8;690;7;3;3000;mq;mq;mq;mq;mq;mq;
71805;20170301030000;102770;90;1;300;9.000000;269.750000;263.250000;61;37600;0;mq;mq;100;8;1250;mq;mq;mq;102680;mq;mq;940;mq;mq;mq;mq;271.650000;mq;mq;12.300000;14.900000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;1020;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20170301030000;101710;40;3;60;2.500000;296.350000;293.450000;84;22700;mq;mq;mq;mq;mq;mq;mq;mq;mq;101620;mq;mq;-130;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;-0.100000;-0.100000;0.200000;1.600000;5.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20170301030000;101590;70;1;100;6.200000;298.350000;293.850000;76;54740;mq;mq;mq;mq;mq;mq;mq;mq;mq;101500;mq;mq;-110;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;-0.100000;0.200000;1.200000;2.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81401;20170301030000;101200;0;mq;90;0.900000;296.550000;295.350000;93;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101140;mq;mq;-120;mq;295.450000;mq;301.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;1.200000;79.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20170301030000;101180;70;1;130;0.600000;296.550000;296.350000;99;35470;0;mq;mq;100;7;450;mq;mq;mq;101090;mq;mq;-90;mq;mq;mq;mq;295.650000;mq;mq;1.800000;1.800000;-10;mq;mq;mq;mq;0.000000;0.600000;8.400000;11.000000;73.600000;mq;mq;mq;mq;2;mq;480;4;mq;840;6;mq;1050;mq;8;mq;
81408;20170301030000;101120;0;mq;0;0.000000;296.850000;296.350000;97;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101050;mq;mq;-100;mq;296.150000;mq;302.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;5.600000;17.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20170301030000;101290;0;mq;350;0.700000;296.450000;295.050000;92;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100070;mq;mq;-90;mq;296.250000;mq;302.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;23.000000;33.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20170301030000;99830;30;1;90;6.200000;264.450000;253.550000;37;30000;2;1;1;10;1;3500;30;23;10;99280;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.400000;-30;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;3;3600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20170301060000;100200;170;1;240;5.200000;280.550000;277.550000;81;15000;3;2;2;90;7;800;38;mq;mq;99330;mq;mq;1140;278.050000;mq;281.150000;mq;277.750000;mq;mq;9.700000;11.400000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;1.200000;2.400000;mq;mq;mq;mq;3;8;650;5;6;1350;mq;mq;mq;mq;mq;mq;
07015;20170301060000;100050;270;2;270;5.900000;280.150000;277.150000;81;29490;0;mq;mq;100;7;800;mq;mq;mq;99480;mq;mq;1030;277.050000;mq;280.750000;mq;277.050000;mq;mq;9.300000;10.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.200000;3.200000;7.200000;mq;mq;mq;mq;6;mq;750;7;mq;900;7;mq;1230;mq;mq;mq;
07020;20170301060000;100260;20;1;240;7.500000;282.250000;279.150000;81;14000;60;6;2;100;8;800;35;mq;mq;100160;mq;mq;1370;281.750000;mq;282.750000;mq;mq;mq;mq;9.500000;11.000000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;1.800000;mq;mq;mq;mq;8;6;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20170301060000;100440;40;1;220;4.900000;279.450000;277.450000;87;29560;0;mq;mq;90;7;3780;mq;mq;mq;99620;mq;mq;1450;276.950000;mq;280.550000;mq;275.650000;mq;mq;7.500000;7.700000;-10;2;0.000000;mq;mq;0.000000;0.200000;0.200000;0.400000;6.800000;mq;mq;mq;mq;7;mq;3780;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20170301060000;100420;120;1;230;6.300000;278.650000;275.950000;83;59420;0;mq;mq;90;7;450;mq;mq;mq;98580;mq;mq;1250;277.050000;mq;279.850000;mq;277.150000;mq;mq;8.900000;10.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;1.200000;4.000000;mq;mq;mq;mq;1;mq;480;7;mq;840;mq;mq;mq;mq;mq;mq;
07072;20170301060000;100490;200;1;250;6.500000;279.350000;276.150000;80;20000;0;mq;mq;90;7;800;mq;mq;mq;99330;mq;mq;940;276.550000;mq;279.750000;mq;276.250000;mq;mq;10.900000;10.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;5.200000;mq;mq;mq;mq;5;mq;690;5;mq;1110;6;mq;1290;mq;mq;mq;
07110;20170301060000;100260;-310;8;180;6.400000;280.750000;280.650000;99;3260;61;mq;mq;100;8;150;mq;mq;mq;99080;mq;mq;1270;280.550000;mq;281.850000;mq;mq;mq;mq;9.000000;9.300000;-10;2;0.000000;mq;mq;0.800000;2.200000;2.600000;2.800000;6.700000;mq;mq;mq;mq;7;mq;120;8;mq;240;mq;mq;mq;mq;mq;mq;
07117;20170301060000;100320;-170;8;210;4.400000;280.550000;279.150000;91;10000;0;2;2;100;6;250;37;22;mq;99620;mq;mq;1400;280.550000;mq;282.450000;mq;mq;mq;mq;7.100000;8.600000;-10;mq;mq;mq;mq;0.200000;0.800000;1.000000;1.600000;7.600000;mq;mq;mq;mq;6;7;250;4;4;2500;mq;mq;mq;mq;mq;mq;
07130;20170301060000;100680;-50;8;200;4.800000;281.050000;279.050000;87;19150;58;mq;mq;100;2;800;mq;mq;mq;100230;mq;mq;1530;280.150000;mq;282.350000;mq;278.850000;mq;mq;9.100000;9.100000;-10;2;0.000000;mq;mq;-0.100000;0.200000;0.200000;0.400000;0.600000;mq;mq;mq;mq;1;mq;840;6;mq;1680;8;mq;2100;mq;8;mq;
07139;20170301060000;100660;40;0;240;4.600000;279.650000;277.850000;88;17660;0;mq;mq;100;7;450;mq;mq;mq;98900;mq;mq;1380;278.250000;mq;280.450000;mq;278.050000;mq;mq;7.100000;8.600000;-10;1;0.000000;mq;mq;0.000000;0.000000;-0.100000;1.000000;2.800000;mq;mq;mq;mq;6;mq;390;7;mq;1410;8;mq;4080;mq;mq;mq;
07149;20170301060000;100630;140;3;240;4.700000;279.650000;276.450000;80;35000;3;2;2;75;6;800;35;20;10;99530;mq;mq;1170;278.450000;mq;279.750000;mq;mq;mq;mq;8.800000;8.800000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.600000;2.800000;mq;mq;mq;mq;1;6;630;3;6;810;6;6;960;mq;mq;mq;
07168;20170301060000;100730;150;1;220;6.700000;280.050000;277.350000;83;20000;0;mq;mq;100;8;1750;mq;mq;mq;99300;mq;mq;980;277.850000;mq;280.150000;mq;276.450000;mq;mq;10.400000;11.100000;-10;mq;0.000000;mq;mq;0.200000;0.200000;0.200000;0.200000;1.600000;mq;mq;mq;mq;8;mq;1620;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20170301060000;100670;170;2;230;7.600000;277.650000;276.350000;91;19400;0;mq;mq;90;7;450;mq;mq;mq;96540;mq;mq;790;275.950000;mq;277.650000;mq;275.150000;mq;mq;11.400000;12.200000;-10;mq;mq;mq;mq;-0.100000;-0.100000;0.400000;1.000000;5.400000;mq;mq;mq;mq;6;mq;480;7;mq;810;7;mq;1080;mq;mq;mq;
07190;20170301060000;100740;230;3;200;5.500000;278.450000;275.650000;82;60000;0;mq;mq;100;7;800;mq;mq;mq;98900;mq;mq;680;277.650000;mq;279.850000;mq;276.150000;mq;mq;9.800000;10.600000;-10;2;0.000000;mq;mq;0.200000;0.200000;0.800000;1.400000;3.000000;mq;mq;mq;mq;5;mq;840;7;mq;990;7;mq;1230;mq;mq;mq;
07207;20170301060000;100720;-100;8;220;4.300000;282.750000;282.250000;97;500;63;6;4;101;9;mq;62;61;60;100200;mq;mq;1480;281.450000;mq;283.750000;mq;mq;mq;mq;7.000000;9.800000;-10;2;mq;mq;mq;1.800000;3.000000;3.000000;4.800000;5.600000;mq;mq;mq;mq;9;59;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20170301060000;100890;-20;6;220;3.900000;280.750000;280.150000;96;7090;61;mq;mq;100;8;150;mq;mq;mq;100570;mq;mq;1490;280.750000;mq;282.950000;mq;278.350000;mq;mq;5.600000;12.500000;-10;2;0.000000;mq;mq;0.200000;0.200000;3.000000;3.400000;5.200000;mq;mq;mq;mq;7;mq;180;8;mq;330;mq;8;mq;mq;mq;mq;
07240;20170301060000;100920;80;0;210;4.100000;280.150000;279.250000;94;16160;0;mq;mq;100;8;450;mq;mq;mq;99560;mq;mq;1350;279.850000;mq;281.050000;mq;277.450000;mq;mq;6.500000;6.900000;-10;2;0.000000;mq;mq;0.200000;0.400000;0.400000;0.400000;6.800000;mq;mq;mq;mq;3;mq;450;4;mq;630;8;mq;1410;mq;mq;mq;
07255;20170301060000;101060;90;1;240;5.900000;280.050000;277.750000;85;18130;0;6;2;100;8;450;mq;mq;mq;99050;mq;mq;1190;278.750000;mq;280.250000;mq;276.750000;mq;mq;11.300000;11.300000;-10;mq;0.000000;mq;mq;0.400000;0.400000;0.800000;0.800000;6.400000;mq;mq;mq;mq;5;mq;450;6;mq;990;8;mq;1410;mq;mq;mq;
07280;20170301060000;101120;180;1;190;4.700000;277.550000;276.250000;91;58700;0;mq;mq;90;5;800;mq;mq;mq;98350;mq;mq;970;276.650000;mq;278.650000;mq;275.950000;mq;mq;6.900000;7.900000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;0.200000;0.200000;4.000000;mq;mq;mq;mq;5;mq;720;7;mq;1980;mq;mq;mq;mq;mq;mq;
07299;20170301060000;101000;210;3;230;3.500000;277.750000;273.850000;76;40000;1;2;2;90;5;800;38;20;12;97690;mq;mq;660;277.250000;mq;280.550000;mq;275.950000;mq;mq;6.800000;8.400000;-10;2;0.000000;0.000000;-60;0.000000;-0.100000;0.400000;1.600000;8.500000;mq;mq;mq;mq;1;8;600;3;6;1100;3;6;2300;6;0;7500;
07314;20170301060000;101100;-100;8;200;8.900000;282.850000;281.650000;92;6000;1;0;mq;40;3;800;31;20;10;100820;mq;mq;1370;282.450000;mq;283.950000;mq;mq;mq;mq;12.000000;12.600000;-10;2;mq;mq;mq;0.200000;0.200000;0.200000;0.400000;2.300000;mq;mq;mq;mq;3;8;850;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20170301060000;101120;20;0;200;5.500000;280.350000;278.450000;88;14970;60;mq;mq;100;1;800;mq;mq;mq;99660;mq;mq;1440;278.750000;mq;280.650000;mq;276.450000;mq;mq;8.000000;8.500000;-10;mq;0.000000;mq;mq;-0.100000;-0.100000;0.200000;0.200000;6.700000;mq;mq;mq;mq;1;mq;840;7;mq;2880;8;mq;3540;mq;mq;mq;
07434;20170301060000;101440;50;2;210;5.700000;277.150000;276.550000;96;14140;0;mq;mq;100;7;250;mq;mq;mq;96560;mq;mq;1280;276.250000;mq;277.650000;mq;276.250000;mq;mq;8.700000;8.700000;-10;1;0.000000;mq;mq;0.000000;0.600000;1.000000;1.000000;8.900000;mq;mq;mq;mq;6;mq;210;7;mq;420;7;mq;690;mq;mq;mq;
07460;20170301060000;101400;110;3;250;4.600000;279.550000;274.050000;68;58600;0;mq;mq;100;5;800;mq;mq;mq;97470;mq;mq;1090;277.850000;mq;279.750000;mq;275.450000;mq;mq;6.500000;8.400000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;6.200000;mq;mq;mq;mq;1;mq;960;3;mq;1170;5;mq;1470;mq;mq;mq;
07471;20170301060000;mq;160;3;200;1.200000;272.550000;271.250000;91;20000;0;mq;mq;90;6;800;mq;mq;mq;91720;mq;765;980;271.150000;mq;275.250000;mq;269.550000;mq;mq;3.800000;3.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.600000;5.000000;mq;mq;mq;mq;1;mq;750;6;mq;1110;7;mq;3900;mq;mq;mq;
07481;20170301060000;101470;180;1;140;3.400000;278.950000;272.050000;61;50000;1;2;2;100;7;1250;35;mq;mq;98550;mq;mq;1060;277.050000;mq;281.050000;mq;mq;mq;mq;4.700000;5.400000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;0.000000;0.000000;7.100000;mq;mq;mq;mq;5;6;1350;7;6;1800;mq;mq;mq;mq;mq;mq;
